,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,unix_time,age,month,year,is_fraud
2385,Kilback Group,food_dining,48.51,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1377366043,44,8,2020,0
2386,Schamberger O'Keefe,grocery_pos,323.61,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,Psychologist,1332297312,97,3,2019,1
2387,Mraz Herzog,gas_transport,49.49,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1338339871,37,5,2019,0
2388,Ledner Hartmann  Feest,health_fitness,19.64,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1379717951,36,9,2020,1
2389,Koss Mc Laughlin  Mayer,food_dining,5.41,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1334778257,38,4,2019,0
2390,Schamberger O'Keefe,grocery_pos,100.96,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1384255916,89,11,2020,0
2391,Kovacek Dibbert  Ondricka,grocery_pos,283.93,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1364694144,89,3,2020,1
2392,Friesen Stamm,gas_transport,46.5,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1350705287,70,10,2019,0
2393,Lang Towne  Schuppe,kids_pets,19.46,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1354721635,57,12,2019,0
2394,Becker Harris  Harvey,personal_care,3.22,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,Teacher,1333902934,35,4,2019,0
2395,Wuckert Walter,grocery_net,36.29,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1354504732,52,12,2019,0
2396,Denesik  Sons,shopping_pos,10.75,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,Engineer,1387901524,47,12,2020,0
2397,Cole PLC,grocery_pos,91.71,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1335518105,61,4,2019,0
2398,Tillman Fritsch  Schmitt,misc_net,902.71,F,53199 Laurie Mills Apt. 864,Kirtland,NM,87417,36.741,-108.351,6910,TEFL teacher,1380324647,68,9,2020,1
2399,Kuphal Predovic,misc_net,829.92,F,907 Courtney Via Apt. 896,Irvine,KY,40336,37.6858,-83.9862,13061,Editor,1371680224,65,6,2020,1
2400,Strosin Cruickshank,grocery_pos,291.54,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,Scientist,1385513639,58,11,2020,1
2401,Morissette LLC,entertainment,455.12,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,Teacher,1359252724,47,1,2020,1
2402,Terry Johns  Bins,misc_pos,50.31,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1380925072,61,10,2020,1
2403,Turcotte Mc Kenzie  Koss,entertainment,609.41,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,Restaurant manager,1327705121,53,1,2019,1
2404,Rutherford Homenick  Bergstrom,grocery_net,61.66,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1383648287,41,11,2020,0
2405,Kiehn Inc,grocery_pos,97.28,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1367649621,57,5,2020,0
2406,Shanahan Lehner,personal_care,15.93,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing,1328796334,45,2,2019,0
2407,Bins Rice,gas_transport,60.43,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1345779011,38,8,2019,0
2408,Schmidt  Sons,shopping_net,1092.32,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,Lecturer,1378683964,59,9,2020,1
2409,Adams Kovacek  Kuhlman,grocery_net,69.57,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,1373618286,24,7,2020,0
2410,Bashirian Group,shopping_net,915.92,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,1369346520,73,5,2020,1
2411,Willms Kris  Bergnaum,shopping_pos,674.44,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,Psychologist,1341228173,67,7,2019,0
2412,Parisian Schiller  Altenwerth,misc_net,874.45,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,Surveyor,1337205803,84,5,2019,1
2413,Schamberger O'Keefe,grocery_pos,350.44,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1343516962,56,7,2019,1
2414,Altenwerth Kilback,home,270.28,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land,1332719187,52,3,2019,1
2415,Goyette Herzog,travel,9.1,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1347317834,51,9,2019,1
2416,Lynch Ltd,shopping_pos,113.47,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1349256071,30,10,2019,0
2417,Conroy Emard,food_dining,6.59,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1331475275,49,3,2019,0
2418,Goyette Howell  Collier,shopping_pos,7.47,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1357153038,27,1,2020,0
2419,Price Inc,shopping_net,965.21,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1378852945,46,9,2020,1
2420,Medhurst Inc,home,259.5,M,44417 Williams Manors,Angwin,CA,94508,38.5769,-122.4477,3661,Human resources officer,1368139902,54,5,2020,1
2421,Lebsack  Sons,misc_net,535.52,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1346729868,36,9,2019,0
2422,Abshire PLC,entertainment,561.06,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,Engineer,1337551226,27,5,2019,1
2423,Miller Harris,misc_net,2.08,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,Engineer,1328921715,75,2,2019,0
2424,Bauch Raynor,grocery_pos,266.42,F,73869 Connie Prairie,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,1363651254,67,3,2020,1
2425,Carroll PLC,health_fitness,137.56,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1368879700,95,5,2020,0
2426,Zemlak Group,misc_net,16.2,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,Lecturer,1382756523,59,10,2020,0
2427,Emard Inc,gas_transport,46.32,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1367630931,45,5,2020,0
2428,Olson Becker  Koch,gas_transport,8.47,F,87896 Lisa Burgs,Isanti,MN,55040,45.4682,-93.2266,12568,Theatre director,1361497776,66,2,2020,1
2429,Kemmer Reinger,grocery_net,29.78,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1348820051,51,9,2019,0
2430,Windler LLC,kids_pets,43.03,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,Engineer,1342797556,51,7,2019,0
2431,Rau Grant,kids_pets,19.82,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1337534828,31,5,2019,1
2432,Streich Rolfson  Wilderman,kids_pets,17.05,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1373066068,30,7,2020,1
2433,Schumm Bauch  Ondricka,grocery_pos,304.93,F,76332 Maria Squares,Phelps,NY,14532,42.9582,-77.0473,4431,Comptroller,1330209088,99,2,2019,1
2434,Wuckert Goldner,home,243.17,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,40.0897,-74.9781,1526206,Commercial horticulturist,1330640007,52,3,2019,1
2435,Kutch LLC,gas_transport,12.16,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1349487915,42,10,2019,1
2436,Hamill Daugherty,misc_net,97.46,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1356836369,69,12,2019,0
2437,Crist Jakubowski  Littel,home,101.9,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,Development worker,1357324603,52,1,2020,0
2438,Macejkovic Lesch,shopping_pos,3.56,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,Psychologist,1364648242,36,3,2020,0
2439,Connelly Carter,home,7.27,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1372541111,33,6,2020,0
2440,Mohr Bayer,shopping_net,938.55,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,Librarian,1353449742,26,11,2019,1
2441,Runolfsdottir Mueller  H,entertainment,30.39,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,Programme researcher,1377969181,45,8,2020,0
2442,Bahringer Bergnaum  Quitzon,home,57.47,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1327173497,30,1,2019,0
2443,Lemke Gutmann,shopping_net,993.65,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1385678521,38,11,2020,1
2444,Hettinger Mc Cullough  Fay,home,67.83,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,1354658728,51,12,2019,0
2445,Goyette Inc,shopping_net,951.49,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1342997315,62,7,2019,1
2446,Jacobi  Sons,shopping_pos,913.66,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1371432055,50,6,2020,1
2447,Hoppe Harris  Bednar,entertainment,18.87,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1381876047,78,10,2020,0
2448,Carroll PLC,health_fitness,15.12,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1344693373,73,8,2019,0
2449,Zemlak Group,misc_net,869.0,M,9455 Kathleen Brook Apt. 651,Huslia,AK,99746,65.6899,-156.292,277,Engineer,1369607946,59,5,2020,1
2450,Monahan Bogisich  Ledner,misc_pos,3.42,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1350122397,66,10,2019,0
2451,Spinka Inc,grocery_net,41.1,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1368964036,58,5,2020,0
2452,Medhurst Inc,home,16.54,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1376829034,59,8,2020,0
2453,Pouros Conroy,shopping_pos,1194.56,F,755 Moses Harbor,Coulee Dam,WA,99116,48.0379,-118.9419,1439,Pilot,1332621169,25,3,2019,1
2454,Zemlak Group,misc_net,786.4,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1328744993,65,2,2019,1
2455,Durgan Gislason  Spencer,home,260.26,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1377042212,51,8,2020,1
2456,Stamm Witting,shopping_net,973.03,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,1377301599,27,8,2020,1
2457,Beier Hyatt,shopping_pos,554.28,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1368917611,30,5,2020,0
2458,Hamill D'Amore,health_fitness,14.58,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1388067033,52,12,2020,0
2459,Turner Ruecker  Parisian,misc_pos,33.97,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1332843836,46,3,2019,0
2460,Cartwright Harris,grocery_pos,167.68,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1352864259,58,11,2019,0
2461,Christiansen Goyette  Schamberger,gas_transport,9.98,M,994 Grant Mall,Irvington,NY,10533,41.0381,-73.8597,7322,Air traffic controller,1350608596,76,10,2019,1
2462,Bode Rempel,kids_pets,174.76,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1368364958,48,5,2020,0
2463,Kihn Inc,shopping_pos,636.46,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1343512943,56,7,2019,1
2464,Quitzon Green  Bashirian,shopping_pos,36.98,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1345752424,54,8,2019,0
2465,Hartmann Rowe  Hermann,travel,3066.61,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1351012183,40,10,2019,0
2466,Murray Smitham,grocery_pos,96.9,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1382747953,46,10,2020,0
2467,Windler LLC,kids_pets,25.15,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1354920384,92,12,2019,0
2468,Koss Hansen  Lueilwitz,home,27.53,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1341584056,51,7,2019,0
2469,Bode Rempel,kids_pets,9.13,F,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1371298868,81,6,2020,0
2470,Kling Inc,gas_transport,77.57,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1336816100,59,5,2019,0
2471,Strosin Cruickshank,grocery_pos,306.06,M,82448 Tucker Cliff,Kittery Point,ME,3905,43.0976,-70.7121,1780,Broadcast engineer,1357956155,41,1,2020,1
2472,Kiehn Emmerich,grocery_pos,278.64,M,8929 Phillips Corners Suite 259,Harmony,PA,16037,40.8496,-80.1381,4589,Bookseller,1370761942,68,6,2020,1
2473,Rau  Sons,grocery_pos,283.65,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1384906797,27,11,2020,1
2474,Heller PLC,health_fitness,25.06,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1355349142,36,12,2019,0
2475,Reilly Heaney  Cole,gas_transport,11.34,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1337147304,90,5,2019,1
2476,Medhurst Cartwright  Ebert,personal_care,12.93,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1349306157,59,10,2019,0
2477,Towne Greenholt  Koepp,shopping_net,1009.4,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,1383776271,62,11,2020,1
2478,Shields Wunsch,health_fitness,60.09,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1363538439,58,3,2020,0
2479,Hudson Ratke,grocery_pos,59.7,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1347774859,39,9,2019,0
2480,Luettgen PLC,gas_transport,68.43,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1385893438,47,12,2020,0
2481,Watsica Haag  Considine,shopping_pos,1324.8,F,10376 Bullock Rapid,Queen Anne,MD,21657,38.9456,-75.9777,777,Television production assistant,1370643031,27,6,2020,1
2482,Price Inc,shopping_net,1114.22,M,969 Huerta Path Apt. 270,Valentine,NE,69201,42.8062,-100.6215,4005,Network engineer,1347057767,79,9,2019,1
2483,Reichert Shanahan  Hayes,shopping_net,337.25,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,Engineer,1381070313,47,10,2020,0
2484,Watsica Haag  Considine,shopping_pos,4.73,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1325409728,55,1,2019,0
2485,Cormier LLC,shopping_net,2.61,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1331058513,51,3,2019,0
2486,Hills Witting,shopping_net,934.88,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist,1331850657,43,3,2019,1
2487,Bins Balistreri  Beatty,shopping_pos,1029.91,M,92213 Lee Well,West Palm Beach,FL,33404,26.7832,-80.0638,459921,Administrator,1353682378,55,11,2019,1
2488,Cartwright PLC,kids_pets,50.24,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1371945419,50,6,2020,0
2489,Huel Langworth,misc_net,777.68,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,1354402752,21,12,2019,1
2490,Kihn Abernathy  Douglas,shopping_net,1019.02,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1363655502,31,3,2020,1
2491,Kuhic Inc,grocery_pos,70.18,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator,1381388021,31,10,2020,0
2492,Reichel LLC,personal_care,17.62,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist,1348327690,41,9,2019,0
2493,Altenwerth Cartwright  Koss,shopping_net,1143.24,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial,1355697823,21,12,2019,1
2494,Donnelly PLC,misc_net,736.29,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1348099271,49,9,2019,1
2495,Carroll PLC,health_fitness,7.8,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,Scientist,1352551085,58,11,2019,0
2496,Thiel Thiel,entertainment,13.49,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1382740635,58,10,2020,0
2497,Connelly PLC,food_dining,7.55,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1384123485,52,11,2020,0
2498,Auer Mosciski,grocery_pos,283.38,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1371510520,46,6,2020,1
2499,Huel Hammes  Witting,grocery_pos,309.2,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1367994043,51,5,2020,1
2500,Sporer Inc,gas_transport,7.3,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,Editor,1376007335,45,8,2020,1
2501,Boyer PLC,misc_pos,25.99,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,Surveyor,1336766248,37,5,2019,0
2502,Reilly LLC,home,27.54,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,Programmer,1386592861,57,12,2020,0
2503,Kuvalis Ltd,gas_transport,56.75,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1381107141,41,10,2020,0
2504,Terry Huel,shopping_net,967.36,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1386273882,42,12,2020,1
2505,Wilkinson PLC,kids_pets,127.76,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1325716229,60,1,2019,0
2506,Okuneva Schneider  Rau,shopping_pos,788.44,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1340410859,34,6,2019,1
2507,Friesen D'Amore,gas_transport,72.96,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1357211177,63,1,2020,0
2508,Moore Williamson  Emmerich,home,90.82,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,Copywriter,1356874820,32,12,2019,0
2509,Kling Grant,grocery_net,71.89,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1367906201,42,5,2020,0
2510,Price Inc,shopping_net,7.92,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1352302601,42,11,2019,0
2511,Price Inc,shopping_net,6.14,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,1383923050,24,11,2020,0
2512,Turner  Sons,shopping_pos,882.45,F,3854 Lauren Springs Suite 648,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,1363041307,57,3,2020,1
2513,Zemlak Group,misc_net,876.32,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1376120337,48,8,2020,1
2514,Kris Weimann,misc_net,776.24,M,741 Adams Knolls,Grenola,KS,67346,37.3668,-96.4396,372,Copywriter,1366409746,27,4,2020,1
2515,Sporer Keebler,personal_care,20.4,M,5560 Arnold Port Suite 880,Marshall,WI,53559,43.1636,-89.0753,6063,Risk analyst,1358897983,64,1,2020,1
2516,Kihn Abernathy  Douglas,shopping_net,1021.55,M,754 Smith Isle,Amsterdam,OH,43903,40.4731,-80.9596,2208,Mental health nurse,1341013685,63,6,2019,1
2517,Lynch Ltd,shopping_pos,799.47,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,1363386511,42,3,2020,1
2518,Koss  Sons,gas_transport,10.64,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,Engineer,1327451890,24,1,2019,1
2519,Fadel Hilpert,health_fitness,26.13,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land,1332714351,52,3,2019,1
2520,Cremin Hamill  Reichel,misc_pos,741.98,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1327980509,52,1,2019,1
2521,Weber Thiel  Hammes,kids_pets,2.8,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1369520522,59,5,2020,0
2522,Erdman Schaden,personal_care,2.3,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,Editor,1353873052,29,11,2019,0
2523,Huel Ltd,misc_net,3.25,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,Therapist,1368316723,25,5,2020,0
2524,Kerluke Abshire,shopping_net,849.79,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,Surveyor,1326857780,37,1,2019,1
2525,Hammes Beatty,kids_pets,8.52,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1386332163,74,12,2020,0
2526,Botsford Ltd,shopping_pos,626.99,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1373759132,37,7,2020,1
2527,Mosciski Gislason  Mertz,grocery_pos,344.01,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1326238636,69,1,2019,1
